t,AntennaId,EventCode,PhoneId,x,y,TileId
0,44,0,208,6863.170590,2853.394531,467
0,44,0,209,6863.170590,2853.394531,467
0,44,0,470,6877.624213,3687.698221,587
0,44,0,471,6877.624213,3687.698221,587
0,44,0,550,6504.884059,2872.574563,466
0,44,0,660,7102.448517,3750.054191,628
10,44,1,660,6969.200955,3862.455853,627
10,44,2,550,6485.688080,2897.277105,465
10,44,1,471,6747.810373,3830.241690,626
10,44,1,470,6747.810373,3830.241690,626
10,44,2,209,6743.845135,2965.297898,466
10,44,2,208,6743.845135,2965.297898,466
20,44,2,550,6461.254908,2916.814793,465
20,44,2,209,6632.522291,3085.165125,506
20,44,2,208,6632.522291,3085.165125,506
30,44,2,550,6438.769693,2938.566029,465
30,44,2,209,6522.675668,3206.386605,506
30,44,2,208,6522.675668,3206.386605,506
30,44,0,161,7081.855339,2973.393501,468
40,44,2,550,6417.912989,2961.883384,465
40,44,0,377,6898.772636,2589.829656,427
40,44,2,209,6412.660808,3327.455421,545
40,44,2,208,6412.660808,3327.455421,545
40,44,2,161,6952.131184,3046.011406,507
50,44,2,550,6393.448588,2981.381954,465
50,44,2,377,6800.494424,2704.324878,427
50,44,2,209,6301.002525,3447.010244,545
50,44,2,208,6301.002525,3447.010244,545
50,44,2,161,6839.026258,3142.494525,507
60,44,2,550,6370.484320,3002.626802,505
60,44,2,377,6704.465175,2820.712790,466
60,44,1,209,6176.548381,3553.180361,584
60,44,1,208,6176.548381,3553.180361,584
60,44,2,161,6738.082885,3251.637331,546
70,44,2,550,6347.135894,3023.448717,505
70,44,2,377,6613.638963,2941.204956,466
70,44,2,161,6638.504684,3362.027088,546
80,44,0,588,7257.320499,3178.654896,509
80,44,2,550,6323.579890,3044.035505,505
80,44,2,377,6505.668688,3046.609806,506
80,44,2,161,6538.953043,3472.440799,546
90,44,2,588,7235.327458,3200.288359,508
90,44,2,550,6300.692730,3065.363399,505
90,44,2,377,6397.700576,3152.016872,505
90,44,1,161,6445.247071,3587.857034,585
100,44,2,588,7213.322308,3221.909505,508
100,44,2,550,6279.476424,3088.354039,505
100,44,2,377,6285.462714,3252.865397,545
110,44,2,588,7193.171360,3245.268441,508
110,44,2,550,6258.849763,3111.875136,505
110,44,2,377,6285.462714,3252.865397,545
120,44,2,588,7171.448360,3267.173048,548
120,44,2,550,6236.175467,3133.429195,504
120,44,2,377,6285.462714,3252.865397,545
130,44,2,588,7148.363305,3287.637183,548
130,44,2,550,6213.650644,3155.139411,504
130,44,2,377,6285.462714,3252.865397,545
140,44,2,588,7127.031900,3309.923316,548
140,44,2,550,6191.044107,3176.764527,504
140,44,2,377,6285.462714,3252.865397,545
150,44,2,588,7107.025852,3333.406473,548
150,44,2,550,6170.233267,3200.122826,504
150,44,2,377,6166.790371,3346.056801,544
150,44,0,349,7052.763033,2812.204635,468
150,44,0,348,7052.763033,2812.204635,468
160,44,2,588,7083.621837,3353.505046,548
160,44,2,550,6148.677758,3222.795744,504
160,44,1,377,6042.246356,3431.242194,544
160,44,2,349,6933.552160,2918.420458,467
160,44,2,348,6933.552160,2918.420458,467
170,44,2,588,7060.966125,3374.443510,548
170,44,2,550,6126.645541,3245.005709,504
170,44,2,349,6933.552160,2918.420458,467
170,44,2,348,6933.552160,2918.420458,467
180,44,2,588,7040.013599,3397.086219,548
180,44,2,550,6108.666373,3270.607479,544
180,44,2,349,6933.552160,2918.420458,467
180,44,2,348,6933.552160,2918.420458,467
190,44,2,588,7018.954827,3419.630146,548
190,44,1,550,6086.755180,3292.936850,544
190,44,2,349,6933.552160,2918.420458,467
190,44,2,348,6933.552160,2918.420458,467
200,44,2,588,6997.546367,3441.842270,547
200,44,2,349,6933.552160,2918.420458,467
200,44,2,348,6933.552160,2918.420458,467
210,44,2,588,6975.846920,3463.770210,547
210,44,2,349,6827.023833,3037.352156,507
210,44,2,348,6827.023833,3037.352156,507
220,44,2,588,6951.987564,3483.326071,547
220,44,2,349,6699.576919,3133.530726,506
220,44,2,348,6699.576919,3133.530726,506
230,44,2,588,6929.410143,3504.348932,587
230,44,2,349,6592.949902,3252.373954,546
230,44,2,348,6592.949902,3252.373954,546
240,44,2,588,6906.945162,3525.491902,587
240,44,2,349,6592.949902,3252.373954,546
240,44,2,348,6592.949902,3252.373954,546
250,44,2,588,6885.396465,3547.568002,587
250,44,2,349,6592.949902,3252.373954,546
250,44,2,348,6592.949902,3252.373954,546
260,44,2,588,6865.768208,3571.367836,587
260,44,2,349,6489.422834,3373.927150,545
260,44,2,348,6489.422834,3373.927150,545
270,44,2,588,6845.144462,3594.310410,587
270,44,2,349,6375.995402,3486.298191,545
270,44,2,348,6375.995402,3486.298191,545
280,44,2,588,6820.654775,3613.070896,587
280,44,1,349,6281.288972,3614.842835,585
280,44,1,348,6281.288972,3614.842835,585
290,44,2,588,6797.840860,3633.836874,587
300,44,2,588,6777.274864,3656.831230,587
