t,Antenna ID,Event Code,Device ID,x,y, Tile ID
10,36,2,251,7484.235120,7655.976356,1229
10,32,2,606,7115.535966,8186.551440,1308
10,60,2,208,5624.436389,4790.742638,782
10,61,2,81,8400.427982,1946.036829,313
10,24,2,746,3311.055923,5621.694007,893
10,38,1,388,3718.434908,3484.347510,534
10,65,1,361,6402.540755,4965.499677,785
10,24,2,592,2516.453515,6399.854323,1010
10,24,2,635,2851.123711,5941.105783,931
10,24,2,350,2465.678789,4822.426566,769
10,20,2,271,4478.584967,7829.927784,1257
10,24,2,211,1643.927980,5647.472332,886
10,28,2,474,3419.659977,5844.159335,933
10,23,2,318,1130.991623,4779.186445,764
10,22,2,750,1929.550287,6718.527317,1047
10,67,2,237,9120.537988,5319.614836,876
10,24,2,151,2295.482402,4517.342055,729
10,37,1,637,1363.175141,2550.448585,405
10,25,2,631,1367.457851,3667.491832,565
10,25,2,299,2269.478734,2964.505737,449
10,10,0,379,7560.753952,3800.756611,630
10,47,1,562,8213.669120,4622.828795,752
10,27,0,471,3760.113741,2864.472364,455
10,23,2,625,453.214561,4357.926985,681
10,20,2,242,4346.554426,7785.888217,1257
10,20,2,286,3533.526185,8318.668513,1334
10,22,2,749,1929.550287,6718.527317,1047
10,26,1,515,2502.081711,3451.914663,530
10,27,2,291,2855.583148,2580.997545,411
10,27,2,95,2298.106253,2627.766026,409
10,60,1,509,6090.587120,4794.252684,784
10,43,2,662,9813.229134,5492.884314,879
10,25,2,316,1146.900456,3130.187550,484
10,23,2,104,1205.972786,4425.455692,684
10,14,2,268,9285.573015,1657.827481,277
10,18,2,690,2789.391745,9510.418386,1531
10,32,2,188,7277.483028,8902.383716,1429
10,18,2,185,2485.368181,9910.834022,1569
10,18,2,327,2868.966319,9423.485127,1491
10,18,2,521,3944.746343,9192.096547,1455
10,18,2,278,3912.005057,9670.609882,1535
10,12,2,586,379.578384,2103.637472,321
10,59,0,441,8217.921977,5979.667128,952
10,12,2,373,391.887589,1368.446940,201
10,20,2,312,5044.105113,7870.986002,1260
10,37,1,638,1363.175141,2550.448585,405
10,58,0,519,8717.759136,7215.918860,1154
10,50,2,206,9910.165662,1024.949371,199
10,20,0,659,3585.651353,7486.663311,1174
10,69,2,181,5067.315847,5397.313679,860
10,47,2,649,8765.009535,5263.917833,875
10,35,0,97,9482.938819,9084.837056,1477
10,20,2,556,4961.183894,8131.856903,1299
10,22,2,281,1832.778181,8718.126629,1367
10,22,2,394,1722.493675,7411.824019,1166
10,20,2,354,4668.373776,8893.740298,1418
10,20,0,658,3585.651353,7486.663311,1174
10,66,2,574,5128.431397,4684.813272,740
10,30,0,509,6090.587120,4794.252684,784
10,43,1,623,9371.042653,5284.078621,877
10,22,2,768,2430.805211,7142.487389,1129
10,52,2,149,7592.465885,2707.255862,430
10,22,2,368,2895.400331,7014.072574,1131
10,44,2,422,6940.560692,3453.260450,547
10,20,2,490,4690.489384,7929.846449,1258
10,53,2,463,7311.839855,3556.102949,589
10,22,2,540,2245.520473,7179.899298,1128
10,36,2,647,8163.406794,8166.198982,1312
10,43,2,697,9659.323307,5107.582225,838
10,20,2,400,4520.755565,7517.953929,1218
10,43,2,726,9830.581735,5490.171587,879
10,12,2,273,254.340825,1579.893431,241
10,49,2,431,5170.227252,972.563251,140
10,46,0,140,6634.543820,2336.561539,386
10,42,2,505,8546.916687,5794.345054,954
10,43,2,497,9929.077503,5678.530118,919
10,23,2,103,1205.972786,4425.455692,684
10,25,0,515,2502.081711,3451.914663,530
10,67,2,455,9221.233852,5908.713428,956
10,42,1,441,8217.921977,5979.667128,952
10,42,1,377,8151.126415,6027.554804,992
10,33,2,554,931.258847,798.682131,123
10,56,2,669,9615.869617,2537.869534,438
10,34,2,492,9184.336730,8912.842925,1436
10,40,2,536,4979.468030,2649.765509,419
10,23,2,319,1130.991623,4779.186445,764
10,70,1,519,8717.759136,7215.918860,1154
10,32,2,392,7358.596932,8774.276791,1429
10,30,2,527,6013.052384,5096.269145,824
10,66,2,575,5128.431397,4684.813272,740
10,45,2,348,5899.585531,3703.024512,583
10,34,2,309,8469.548709,8201.515577,1313
10,38,2,673,4302.682249,3230.637002,497
10,63,2,589,4338.577951,1758.443833,297
10,17,2,542,4766.132810,9844.408058,1579
10,25,2,621,2121.532618,4238.105690,648
10,26,2,144,3129.291927,4399.805877,692
10,19,2,448,1078.105519,7559.941810,1204
10,26,2,225,2655.860284,4288.986403,690
10,66,2,618,4488.288291,3916.196606,617
10,46,2,217,6233.144731,2042.825744,344
10,25,0,637,1363.175141,2550.448585,405
10,27,2,129,2285.842359,2636.855454,409
10,46,2,77,5887.271827,2270.792798,383
10,37,2,452,1210.679693,2361.409094,364
10,46,0,101,6631.944958,2345.350355,386
10,25,2,687,1051.313679,3293.384730,524
10,25,0,638,1363.175141,2550.448585,405
10,25,2,91,1668.200102,3675.641227,566
10,44,2,628,6802.706081,2720.846374,427
10,46,2,263,5818.677960,2545.118088,423
10,25,2,609,1511.635444,4242.540811,646
10,22,2,297,1749.170136,7480.658459,1166
10,58,2,332,7925.704433,7062.987857,1151
10,68,2,248,8342.659388,5091.105635,833
10,35,2,132,9101.443902,9970.049670,1596
10,28,2,567,3140.932688,7075.974266,1132
10,23,2,346,852.802185,4756.885382,763
10,53,2,507,7505.560744,3632.762994,590
10,29,2,487,5333.835195,6185.345637,981
10,37,2,564,1915.170687,2523.389107,407
10,63,2,147,5229.266618,1782.405177,300
10,34,2,408,8715.978856,8442.899762,1354
10,39,2,466,6065.613092,1692.870750,264
10,28,2,676,3855.825975,6462.359127,1015
10,28,2,179,3369.148705,7047.162407,1133
10,21,2,107,96.602031,6413.539520,1000
10,23,2,478,53.950745,5097.797083,800
10,64,0,562,8213.669120,4622.828795,752
10,50,2,124,9830.225982,945.355010,159
10,46,2,218,6233.144731,2042.825744,344
10,36,2,191,7200.633256,7671.742215,1228
10,26,0,244,3793.648617,3805.877810,615
10,32,2,778,5754.193116,8554.515081,1383
10,23,2,477,53.950745,5097.797083,800
10,32,2,777,5754.193116,8554.515081,1383
10,21,2,106,96.602031,6413.539520,1000
10,59,0,377,8151.126415,6027.554804,992
10,28,1,659,3585.651353,7486.663311,1174
10,35,2,584,9213.408821,9742.873095,1556
10,29,2,424,4460.856541,5950.101621,937
10,61,2,80,8400.427982,1946.036829,313
10,33,2,553,931.258847,798.682131,123
10,48,1,471,3760.113741,2864.472364,455
10,54,2,163,9017.539433,3746.655406,596
10,30,0,361,6402.540755,4965.499677,785
10,53,2,594,7649.303024,3265.852093,550
10,28,1,658,3585.651353,7486.663311,1174
10,43,2,661,9813.229134,5492.884314,879
10,45,2,714,5404.057543,3374.141460,541
10,67,2,86,9185.625773,5291.645997,876
10,24,2,644,2300.683427,5539.887762,889
10,22,2,712,1748.373527,8078.076774,1286
10,9,0,685,8378.145732,3703.108754,593
10,56,2,716,9294.089357,2578.278734,437
10,21,2,75,792.160624,6736.326064,1043
10,27,2,290,2855.583148,2580.997545,411
10,26,0,388,3718.434908,3484.347510,534
10,17,2,203,4465.544669,9343.666445,1497
10,17,2,525,4762.187204,9096.809207,1459
10,42,2,504,8546.916687,5794.345054,954
10,17,2,736,6259.087010,9719.979960,1545
10,25,2,359,1487.814188,3695.910664,565
10,29,2,758,4517.757200,6517.337715,1058
10,19,2,481,90.659042,8105.004207,1280
10,11,2,404,8661.669046,3132.063307,514
10,13,2,501,611.273324,3798.722395,602
10,15,2,136,6496.273419,1931.954803,305
10,15,1,140,6634.543820,2336.561539,386
10,19,2,438,176.255360,8129.280134,1280
10,19,2,201,621.115463,8486.404598,1322
10,49,2,381,4569.832946,651.835529,98
10,15,1,100,6631.944958,2345.350355,386
10,19,2,640,980.657746,7587.169462,1203
10,16,2,89,9323.501019,1589.285791,277
10,11,2,230,8553.234600,2926.979051,474
10,15,1,101,6631.944958,2345.350355,386
20,22,2,368,2872.255447,7031.240920,1131
20,66,1,575,4996.478511,4787.488308,779
20,34,2,408,8696.470989,8470.286910,1354
20,32,2,188,7260.443297,8923.375223,1429
20,28,2,781,4161.350398,7031.446413,1136
20,25,2,299,2250.596251,2983.464233,449
20,44,2,422,6846.372707,3577.999065,587
20,26,2,388,3620.945554,3593.502224,574
20,66,2,618,4470.897486,3936.884298,617
20,43,2,497,9929.077503,5678.530118,919
20,23,2,477,48.648083,4921.870636,760
20,23,2,104,1180.916858,4451.368313,684
20,25,2,359,1387.591555,3801.575544,605
20,46,2,217,6208.813043,2064.423537,344
20,33,2,554,931.258847,798.682131,123
20,63,2,146,5229.266618,1782.405177,300
20,20,2,286,3510.223634,8343.538749,1334
20,25,2,158,1716.644352,4109.978010,646
20,32,2,392,7230.222100,8879.695045,1428
20,63,2,147,5229.266618,1782.405177,300
20,58,2,519,8561.668720,7314.848221,1194
20,27,1,95,2169.813872,2728.755911,408
20,36,2,190,7077.996233,7751.874832,1268
20,56,2,197,9042.842406,1947.412053,316
20,24,2,635,2830.769602,5958.845373,931
20,22,2,749,1814.148589,6846.892588,1087
20,26,2,445,2947.733247,3456.657929,531
20,20,2,658,3471.722909,7602.355585,1213
20,20,2,312,5044.105113,7870.986002,1260
20,23,2,318,1005.738279,4879.969873,764
20,22,2,712,1670.583755,8182.498082,1286
20,34,2,492,9184.336730,8912.842925,1436
20,22,2,394,1722.493675,7411.824019,1166
20,22,2,512,2581.737699,8452.169252,1330
20,30,2,527,5901.065299,5240.491925,823
20,23,2,220,472.071622,4877.408297,761
20,28,2,676,3753.399768,6593.956061,1055
20,22,2,750,1814.148589,6846.892588,1087
20,23,2,103,1180.916858,4451.368313,684
20,49,2,431,5145.873175,996.655078,140
20,40,2,537,4870.517167,2760.647758,459
20,56,1,669,9487.498928,2629.366947,437
20,22,2,280,1729.699525,8847.517525,1406
20,28,1,567,3007.739841,7164.490966,1132
20,67,2,237,9099.510582,5337.189910,876
20,22,2,768,2298.109871,7267.758334,1169
20,29,1,758,4497.288445,6533.436812,1057
20,18,2,521,3842.383831,9286.212795,1495
20,18,2,690,2673.236376,9618.929783,1530
20,20,2,400,4391.564624,7598.836118,1217
20,67,2,86,9089.240425,5400.649636,876
20,38,2,673,4167.430041,3338.900244,536
20,53,2,594,7624.782681,3290.434222,550
20,26,2,734,3170.007274,3447.581081,532
20,23,2,478,48.648083,4921.870636,760
20,14,2,268,9266.308691,1674.743785,277
20,35,2,97,9462.420435,9108.764586,1477
20,27,1,129,2261.432222,2651.854112,409
20,23,2,719,1209.653087,5144.314337,804
20,28,2,474,3326.540255,5978.545408,933
20,20,2,242,4259.552477,7894.574353,1257
20,18,2,327,2868.966319,9423.485127,1491
20,23,2,346,762.004018,4833.978363,763
20,38,2,560,3776.871016,3346.432193,535
20,30,2,509,6090.587120,4794.252684,784
20,25,2,316,1123.261918,3152.909227,484
20,10,2,379,7463.315640,3931.761197,629
20,12,0,452,1103.640950,2496.513277,364
20,44,2,627,6802.706081,2720.846374,427
20,44,2,628,6802.706081,2720.846374,427
20,12,2,273,233.419517,1601.476196,240
20,12,0,453,1103.640950,2496.513277,364
20,12,2,586,275.322131,2217.756344,321
20,53,2,507,7505.560744,3632.762994,590
20,28,2,743,3836.489457,6875.260622,1095
20,12,2,373,391.887589,1368.446940,201
20,29,2,487,5221.645944,6311.712214,1020
20,23,2,625,354.607540,4454.301328,681
20,20,2,354,4654.107707,8914.978532,1418
20,22,0,567,3007.739841,7164.490966,1132
20,31,2,134,6785.794124,6828.300500,1107
20,46,2,77,5864.653035,2293.561090,383
20,24,2,592,2421.891887,6521.826513,1049
20,34,2,309,8446.828020,8221.172648,1313
20,69,0,575,4996.478511,4787.488308,779
20,24,2,211,1643.927980,5647.472332,886
20,27,2,471,3623.115747,2963.013216,454
20,20,2,490,4690.489384,7929.846449,1258
20,61,2,366,8642.430469,2529.599334,434
20,46,2,218,6208.813043,2064.423537,344
20,67,2,455,9198.892178,5931.173965,956
20,25,2,637,1342.790291,2574.495148,405
20,42,2,504,8445.246395,5887.763318,953
20,18,2,185,2485.368181,9910.834022,1569
20,22,2,723,2343.218139,6862.274926,1089
20,18,2,278,3812.045218,9777.468471,1575
20,36,2,191,7077.996233,7751.874832,1268
20,61,2,81,8384.112176,1967.497995,313
20,26,2,144,3129.291927,4399.805877,692
20,24,2,151,2169.682377,4615.561251,728
20,56,2,716,9272.654924,2598.099946,437
20,16,2,89,9323.501019,1589.285791,277
20,46,1,263,5688.847825,2671.621722,422
20,32,1,778,5662.227917,8663.979481,1382
20,29,2,424,4358.196507,6083.672547,977
20,28,2,179,3260.839235,7147.760434,1133
20,50,2,124,9808.687138,963.570989,159
20,45,2,348,5786.807550,3830.087859,623
20,60,2,208,5624.436389,4790.742638,782
20,24,2,746,3288.098226,5642.318539,893
20,25,2,609,1400.641444,4351.083492,685
20,23,2,319,1005.738279,4879.969873,764
20,24,2,644,2300.683427,5539.887762,889
20,61,2,80,8384.112176,1967.497995,313
20,19,2,201,492.256112,8591.821792,1361
20,19,2,438,157.779070,8151.014244,1280
20,42,2,505,8445.246395,5887.763318,953
20,63,2,256,4380.885531,1472.782935,217
20,27,2,291,2836.034277,2603.150690,411
20,63,2,589,4313.757530,1780.307052,297
20,21,2,106,96.602031,6413.539520,1000
20,25,0,95,2169.813872,2728.755911,408
20,25,2,638,1342.790291,2574.495148,405
20,43,2,662,9813.229134,5492.884314,879
20,59,2,441,8217.921977,5979.667128,952
20,46,2,101,6542.678719,2469.443058,386
20,56,2,717,9272.654924,2598.099946,437
20,25,2,91,1584.475360,3793.349616,606
20,25,0,129,2261.432222,2651.854112,409
20,17,0,778,5662.227917,8663.979481,1382
20,26,1,225,2537.856734,4418.146456,690
20,36,2,251,7461.121634,7675.012084,1229
20,40,2,536,4870.517167,2760.647758,459
20,43,2,698,9639.812639,5134.170850,838
20,37,1,452,1103.640950,2496.513277,364
20,24,2,350,2321.081675,4932.635218,769
20,52,2,149,7459.722169,2805.115377,469
20,69,0,574,4996.478511,4787.488308,779
20,27,2,290,2836.034277,2603.150690,411
20,66,1,574,4996.478511,4787.488308,779
20,46,2,100,6542.678719,2469.443058,386
20,40,0,263,5688.847825,2671.621722,422
20,20,2,556,4943.849605,8151.548581,1299
20,30,2,361,6279.134657,5089.024198,825
20,31,2,775,6715.269432,6080.937290,986
20,22,2,540,2134.011852,7266.229075,1168
20,22,2,214,2954.189725,8253.683760,1331
20,22,2,281,1729.699525,8847.517525,1406
20,49,2,494,5068.507346,1037.470764,180
20,22,2,499,2586.481510,7944.385367,1250
20,21,1,75,655.486461,6851.355203,1082
20,24,0,225,2537.856734,4418.146456,690
20,67,2,623,9276.673553,5373.044568,877
20,22,2,297,1668.751618,7595.977415,1206
20,28,0,758,4497.288445,6533.436812,1057
20,53,2,463,7311.839855,3556.102949,589
20,33,2,553,931.258847,798.682131,123
20,37,1,564,1793.287014,2623.370519,407
20,49,2,381,4451.502073,778.076612,137
20,26,2,244,3662.717758,3910.658310,614
20,66,2,334,4871.884751,3855.272343,619
20,42,0,649,8740.214038,5291.067846,874
20,36,2,647,8163.406794,8166.198982,1312
20,19,2,448,1078.105519,7559.941810,1204
20,20,2,271,4449.065383,7852.159228,1257
20,39,2,466,6065.613092,1692.870750,264
20,32,2,606,7007.506761,8289.565907,1348
20,25,2,515,2363.072310,3561.417257,569
20,43,1,726,9736.916578,5617.488616,918
20,31,2,343,7005.667404,6135.870163,988
20,69,2,181,5067.315847,5397.313679,860
20,51,0,669,9487.498928,2629.366947,437
20,20,2,659,3471.722909,7602.355585,1213
20,25,2,687,906.826191,3436.848342,523
20,25,0,564,1793.287014,2623.370519,407
20,25,2,631,1346.639692,3686.586329,565
20,54,2,163,9017.539433,3746.655406,596
20,37,1,453,1103.640950,2496.513277,364
20,47,1,649,8740.214038,5291.067846,874
20,35,2,584,9109.173047,9842.852056,1596
20,68,2,248,8342.659388,5091.105635,833
20,50,2,206,9890.191149,1044.362447,199
20,9,2,685,8264.303724,3831.062263,633
20,19,0,75,655.486461,6851.355203,1082
20,19,2,640,960.883990,7611.822283,1203
20,21,2,107,96.602031,6413.539520,1000
20,58,2,332,7809.921107,7181.032195,1151
20,25,2,621,2101.625795,4261.368644,688
20,32,1,777,5662.227917,8663.979481,1382
20,43,2,661,9813.229134,5492.884314,879
20,67,0,726,9736.916578,5617.488616,918
20,46,2,140,6535.173980,2446.911823,386
20,59,2,377,8049.537296,6151.816190,992
20,43,2,697,9639.812639,5134.170850,838
20,64,2,562,8191.005078,4644.369911,752
20,13,2,501,588.780740,3822.124459,602
20,19,2,481,5.473000,8193.168163,1280
20,17,2,525,4735.724163,9119.040098,1458
20,17,0,777,5662.227917,8663.979481,1382
20,17,2,736,6235.142092,9748.054110,1544
20,15,2,136,6474.262163,1954.921579,305
20,17,2,542,4741.314712,9864.067380,1578
20,11,2,404,8523.126583,3245.611009,514
20,11,2,230,8450.586870,3036.004343,513
20,35,2,132,9101.443902,9970.049670,1596
20,45,2,714,5308.847523,3496.870008,541
20,17,2,203,4440.375943,9361.187316,1497
30,25,2,621,2081.163392,4284.144434,688
30,25,2,359,1285.335045,3905.273418,605
30,33,2,553,931.258847,798.682131,123
30,46,2,217,6184.726758,2086.294673,344
30,67,2,623,9194.855456,5473.673917,876
30,44,1,422,6749.849801,3700.939812,586
30,28,2,781,4035.952111,7141.473351,1136
30,25,2,299,2228.735147,2998.893584,448
30,33,2,554,931.258847,798.682131,123
30,20,2,659,3347.347389,7706.735291,1213
30,24,2,225,2408.828711,4536.294355,729
30,42,2,504,8445.246395,5887.763318,953
30,20,0,172,4815.171900,7498.539778,1179
30,24,2,211,1643.927980,5647.472332,886
30,46,2,77,5839.447607,2313.427928,383
30,40,2,537,4742.867896,2849.365442,458
30,69,2,574,4879.422481,4906.868426,779
