"tile","time","probL"
817,0,3.27059238428331e-15
818,0,5.52190311582339e-07
819,0,2.96708675979445e-05
820,0,0.00035818632930176
821,0,1.23334219853245e-05
856,0,8.57201356592985e-13
857,0,0.00022145524644348
858,0,0.0110436963603584
859,0,0.0609750808330787
860,0,0.0775011325474936
861,0,0.0032381912142099
896,0,3.46898488971863e-05
897,0,0.10077516448991
898,0,0.345639373639994
899,0,0.246455243122592
900,0,0.0423479607058841
901,0,0.0040913624052258
937,0,0.0791853507634115
938,0,0.0248582536965029
939,0,0.00287026388624375
940,0,0.000362038429698481
858,10,1.26471991397323e-05
859,10,0.000394091417884925
860,10,0.00418825323034823
861,10,0.000264939132406798
897,10,0.00644964250129469
898,10,0.101066241803402
899,10,0.247430943755804
900,10,0.122795342472321
901,10,0.00702409418184053
902,10,2.36264556665785e-07
937,10,0.146233647089101
938,10,0.260000931082547
939,10,0.0876514989836585
940,10,0.00946582159684294
941,10,0.000805685547826356
942,10,3.48673311167197e-11
977,10,0.00318043592775775
978,10,0.00270075234844583
979,10,0.000301128988796208
980,10,3.36664353301533e-05
981,10,5.82919203611378e-12
858,20,2.31727017033869e-07
859,20,1.07079697517168e-05
860,20,0.000228794300041197
861,20,1.85289676910069e-05
897,20,0.000589199423417503
898,20,0.0270474961306855
899,20,0.16289808671847
900,20,0.108936567168296
901,20,0.00839504324008413
902,20,4.00915170347893e-07
937,20,0.122564423051434
938,20,0.304512370298836
939,20,0.174276783003623
940,20,0.038080651756599
941,20,0.0022374843487279
942,20,5.05259934122707e-06
977,20,0.00754364362866013
978,20,0.0317403281559564
979,20,0.00972323518809623
980,20,0.000927560997638243
981,20,6.155765574471e-05
982,20,1.01203696793271e-12
1017,20,5.88593995550509e-06
1018,20,0.000176965127538724
1019,20,1.75912347056991e-05
1020,20,1.41045149171782e-06
1021,20,1.53272708535181e-14
1022,20,2.95210045768436e-25
858,30,5.76519903339179e-08
859,30,4.83030132569326e-06
860,30,4.52932471069376e-05
861,30,3.19956470773931e-06
897,30,0.00013672264170948
898,30,0.00892430560855967
899,30,0.105258562916438
900,30,0.0893851363870712
901,30,0.00851333484768273
902,30,4.72288745136203e-07
937,30,0.10194230108231
938,30,0.294088799725361
939,30,0.218844708906306
940,30,0.0607636404606541
941,30,0.00436333844623862
942,30,1.59601735491512e-05
977,30,0.00916728104074031
978,30,0.0618945531240092
979,30,0.0287449687172438
980,30,0.00475097484067516
981,30,0.000236700171978517
982,30,1.4491647077246e-07
1017,30,1.4424887774119e-05
1018,30,0.00225050641004555
1019,30,0.000602097513697324
1020,30,4.10462492464062e-05
1021,30,8.30072524325747e-08
1022,30,4.23070569544308e-18
1058,30,6.41853950242985e-06
1059,30,1.36194889968708e-07
1060,30,1.36718990815756e-10
1061,30,4.37538541477168e-21
858,40,1.90844525165263e-08
859,40,3.05531104909834e-06
860,40,3.03938860672018e-05
861,40,2.32517327296029e-06
897,40,7.32860578438209e-05
898,40,0.00410754504739448
899,40,0.0694783891866304
900,40,0.0714777088664142
901,40,0.00791711813428821
902,40,4.71383711748807e-07
937,40,0.0863937608731991
938,40,0.275329920439289
939,40,0.235468404772628
940,40,0.0756394500168104
941,40,0.00649895011607586
942,40,3.31114661505899e-05
977,40,0.00951740469772582
978,40,0.0868509116577993
979,40,0.0511721061273827
980,40,0.0106569862321252
981,40,0.000615082137051714
982,40,5.37261731390666e-07
1017,40,1.89546736386996e-05
1018,40,0.00600362043328865
1019,40,0.00236254815500938
1020,40,0.000254243164810892
1021,40,3.58502830274117e-07
1022,40,1.99225468021903e-13
1058,40,8.84352809665686e-05
1059,40,4.89782809157161e-06
1060,40,4.03206814061841e-09
1061,40,3.61811435942747e-15
858,50,8.82123562747287e-09
859,50,2.00475275672824e-06
860,50,2.36786970682067e-05
861,50,2.07055197234153e-06
897,50,5.46880601299436e-05
898,50,0.00255794439798955
899,50,0.0475801266589053
900,50,0.0563940379878598
901,50,0.00695617783991876
902,50,4.31159065844455e-07
937,50,0.0745839913424294
938,50,0.257675498673123
939,50,0.236810043763668
940,50,0.0836243147157206
941,50,0.00822222593799519
942,50,5.22407738425769e-05
977,50,0.0093612422128925
978,50,0.106852280744197
979,50,0.0731278104250349
980,50,0.017532817271253
981,50,0.00117965851972744
982,50,1.31394730100273e-06
1017,50,2.17289897989595e-05
1018,50,0.0109152900154976
1019,50,0.00542147334595803
1020,50,0.000724071833446285
1021,50,1.06834594965881e-06
1022,50,7.62349589379704e-13
1058,50,0.000299414177015826
1059,50,2.23199904071874e-05
1060,50,2.60470618335455e-08
1061,50,1.57689574176099e-14
858,60,5.51165197970245e-09
859,60,1.36444602591405e-06
860,60,1.8341340747368e-05
861,60,1.76653042152818e-06
897,60,4.55810997117598e-05
898,60,0.00190794148929163
899,60,0.0339820671491678
900,60,0.0441932195001847
901,60,0.00586721183197033
902,60,3.72167863252002e-07
937,60,0.0655826352341779
938,60,0.242473322576404
939,60,0.230523082785578
940,60,0.0862567530391683
941,60,0.00934562466451624
942,60,6.88954707049836e-05
977,60,0.00904403710407863
978,60,0.123080772530763
979,60,0.0928595215678768
980,60,0.0244333931371175
981,60,0.00185171358873127
982,60,2.40609526678967e-06
1017,60,2.4027848448718e-05
1018,60,0.0166180764212066
1019,60,0.00962225842088362
1020,60,0.00146516752213927
1021,60,2.28004771792527e-06
1022,60,1.94950819202585e-12
1058,60,0.000670079990484051
1059,60,5.80044105797746e-05
1060,60,7.6475123712021e-08
1061,60,4.75593821696021e-14
858,70,4.12226971470274e-09
859,70,9.6696886587899e-07
860,70,1.40718651430418e-05
861,70,1.44179661871809e-06
897,70,3.98383915482059e-05
898,70,0.00156149645356552
899,70,0.0252983729581159
900,70,0.0345218378011373
901,70,0.00479528659974011
902,70,3.07703836940577e-07
937,70,0.0587572530399261
938,70,0.22961108069472
939,70,0.220708231571221
940,70,0.0850420878074566
941,70,0.00984276586215073
942,70,8.01819613139557e-05
977,70,0.00872045758831131
978,70,0.136570489592737
979,70,0.1097890670171
980,70,0.0306909211224205
981,70,0.00253347917188615
982,70,3.62475818209414e-06
1017,70,2.6387644853296e-05
1018,70,0.0229021438393216
1019,70,0.0147130363514643
1020,70,0.00243867994132013
1021,70,3.90869245548838e-06
1022,70,3.70645763074644e-12
1058,70,0.00121834014434757
1059,70,0.000114080222271275
1060,70,1.58311891723964e-07
1061,70,1.0207428839812e-13
858,80,3.38247843144669e-09
859,80,7.1281291538454e-07
860,80,1.07201460425522e-05
861,80,1.13421854875643e-06
897,80,3.58730996280173e-05
898,80,0.00134618610421333
