"tile","time","probL"
942,0,1.48035157712421e-05
943,0,3.16886634679997e-06
980,0,1.30456228924306e-07
981,0,3.98147413963778e-05
982,0,0.00258471947632885
983,0,0.00883849032267035
984,0,0.000925468722678369
985,0,4.26280125645846e-06
1019,0,2.22377820216167e-06
1020,0,0.000287597827366464
1021,0,0.00807688579400822
1022,0,0.0229220754052935
1023,0,0.00903030826911017
1024,0,0.0102865133142303
1025,0,2.4517901950792e-05
1026,0,7.78038247920473e-09
1059,0,0.004684711934156
1060,0,0.013720162564398
1061,0,0.039458138288823
1062,0,0.0189608305232241
1063,0,0.0333081084159671
1064,0,0.0101434263610992
1065,0,0.00142955845284057
1066,0,3.93111594132822e-07
1098,0,0.01557889138764
1099,0,0.011581378611686
1100,0,0.049595519865245
1101,0,0.0258681588567164
1102,0,0.0579769216262792
1103,0,0.0216276714567855
1104,0,0.0285992873724146
1105,0,0.00650534885048297
1106,0,3.97240895268857e-05
1107,0,1.94246679103718e-08
1138,0,0.000365807829296634
1139,0,0.0394718673845148
1140,0,0.0210143617433432
1141,0,0.070078991841117
1142,0,0.0290607522065934
1143,0,0.0525817314259732
1144,0,0.0164274076585137
1145,0,0.016539325783403
1146,0,0.00108881443770842
1147,0,1.63221246113691e-06
1179,0,0.00230313130283077
1180,0,0.0510718522556241
1181,0,0.0242713604308036
1182,0,0.0632104685073549
1183,0,0.0220124057003259
1184,0,0.0304437638957391
1185,0,0.00721997232044103
1186,0,0.00197348094819851
1219,0,1.2440194839453e-05
1220,0,0.00610126283031708
1221,0,0.0451705926151471
1222,0,0.0179538745784832
1223,0,0.0362755563658012
1224,0,0.00841362068441281
1225,0,0.000398661512590268
1226,0,1.13882797038206e-06
1260,0,4.09129988089597e-05
1261,0,0.00604635557668027
1262,0,0.0253076609843675
1263,0,0.00278336606581521
1264,0,3.29082573027401e-05
1265,0,4.9277143011034e-08
1302,0,0.000200074700235534
1303,0,5.15647907569912e-06
942,10,1.49792996030849e-06
943,10,4.2436084110374e-07
980,10,1.08975956012506e-08
981,10,4.3613028070021e-06
982,10,0.00182347652050555
983,10,0.00742209912376198
984,10,0.00048760372878035
985,10,3.69340219104289e-07
1019,10,2.06330550403516e-07
1020,10,5.34395669262315e-05
1021,10,0.00716708684418361
1022,10,0.0217568744759262
1023,10,0.00885512925545853
1024,10,0.00867501471078301
1025,10,3.96036473679929e-06
1026,10,2.24729383920169e-10
1059,10,0.00256981504206974
1060,10,0.013276729739582
1061,10,0.0385483709312278
1062,10,0.0198038782470943
1063,10,0.0342839128060394
1064,10,0.00948889607475473
1065,10,0.000560299150560607
1066,10,3.38399023937923e-08
1098,10,0.0136224846975492
1099,10,0.0107170923626472
1100,10,0.0514766506002957
1101,10,0.0277583451015368
1102,10,0.0612337610311562
1103,10,0.0226583491116599
1104,10,0.0277228535648284
1105,10,0.00562327986088637
1106,10,5.304046542037e-06
1107,10,9.54490800492207e-10
1138,10,0.000114526485107351
1139,10,0.0397709537762649
1140,10,0.0220295962799949
1141,10,0.0755463809636257
1142,10,0.0311374343405813
1143,10,0.0552218993705839
1144,10,0.0170609682506076
1145,10,0.0150767623207305
1146,10,0.000594986332227749
1147,10,1.1319955234435e-07
1179,10,0.00134538454198357
1180,10,0.0510412544728967
1181,10,0.0260523953673816
1182,10,0.0677136953719693
1183,10,0.0234166821146251
1184,10,0.0294227559222453
1185,10,0.00651454706927924
1186,10,0.00111911101054296
1219,10,1.20697077509346e-06
1220,10,0.00501188069083491
1221,10,0.0448538608484658
1222,10,0.0187717338141515
1223,10,0.0353482899989165
1224,10,0.00761580621163405
1225,10,9.5194543516736e-05
1226,10,1.02237537003435e-07
1260,10,4.12139383968596e-06
1261,10,0.00513125966419756
1262,10,0.022524608759375
1263,10,0.00179814797270944
1264,10,3.62500872404794e-06
1265,10,4.3136487629443e-09
